created_at,entry_id,field3
2024-12-25 19:01:54 UTC,123,
2024-12-25 19:02:11 UTC,124,
2024-12-25 19:02:27 UTC,125,
2024-12-25 19:02:44 UTC,126,
2024-12-25 19:07:05 UTC,127,
2024-12-25 19:07:21 UTC,128,
2024-12-25 19:07:38 UTC,129,
2024-12-25 19:07:54 UTC,130,
2024-12-25 19:08:13 UTC,131,
2024-12-25 19:08:29 UTC,132,
2024-12-25 19:08:45 UTC,133,
2024-12-28 16:32:30 UTC,134,
2024-12-28 16:32:46 UTC,135,
2024-12-28 16:33:03 UTC,136,
2024-12-28 17:50:33 UTC,137,
2024-12-28 17:50:54 UTC,138,
2024-12-28 17:51:15 UTC,139,
2024-12-28 17:51:36 UTC,140,
2024-12-28 17:51:57 UTC,141,
2024-12-28 17:52:18 UTC,142,
2024-12-28 17:52:40 UTC,143,
2024-12-28 17:53:01 UTC,144,
2024-12-28 17:53:22 UTC,145,
2024-12-28 17:53:43 UTC,146,
2024-12-28 17:54:05 UTC,147,
2024-12-28 17:54:26 UTC,148,
2024-12-28 17:54:48 UTC,149,
2024-12-28 17:55:09 UTC,150,
2024-12-28 17:55:31 UTC,151,
2024-12-28 17:55:52 UTC,152,
2024-12-28 17:56:14 UTC,153,
2024-12-28 17:56:35 UTC,154,
2024-12-28 17:56:58 UTC,155,
2024-12-28 17:57:19 UTC,156,
2024-12-28 17:57:41 UTC,157,
2024-12-28 17:58:03 UTC,158,
2024-12-28 17:58:24 UTC,159,
2024-12-28 17:58:46 UTC,160,
2024-12-28 17:59:09 UTC,161,
2024-12-28 17:59:30 UTC,162,
2024-12-28 17:59:51 UTC,163,
2024-12-28 18:00:21 UTC,164,
2024-12-28 18:00:43 UTC,165,
2024-12-28 18:01:04 UTC,166,
2024-12-28 18:01:26 UTC,167,
2024-12-28 18:01:47 UTC,168,
2024-12-28 18:02:08 UTC,169,
2024-12-28 18:02:30 UTC,170,
2024-12-28 18:02:51 UTC,171,
2024-12-28 18:03:13 UTC,172,
2024-12-28 18:03:35 UTC,173,
2024-12-28 18:03:56 UTC,174,
2024-12-28 18:04:18 UTC,175,
2024-12-28 18:04:39 UTC,176,
2024-12-28 18:05:00 UTC,177,
2024-12-28 18:05:21 UTC,178,
2024-12-28 18:05:42 UTC,179,
2024-12-28 18:06:04 UTC,180,
2024-12-28 18:06:25 UTC,181,
2024-12-28 18:06:47 UTC,182,
2024-12-28 18:07:08 UTC,183,
2024-12-28 18:07:29 UTC,184,
2024-12-28 18:07:51 UTC,185,
2024-12-28 18:08:12 UTC,186,
2024-12-28 18:08:33 UTC,187,
2024-12-28 18:08:55 UTC,188,
2024-12-28 18:09:16 UTC,189,
2024-12-28 18:09:38 UTC,190,
2024-12-28 18:10:00 UTC,191,
2024-12-28 18:10:21 UTC,192,
2024-12-28 18:10:43 UTC,193,
2024-12-28 18:11:05 UTC,194,
2024-12-28 18:11:26 UTC,195,
2024-12-30 11:24:02 UTC,196,
2024-12-30 11:24:23 UTC,197,
2024-12-30 12:41:39 UTC,198,26.94000
2024-12-30 12:41:56 UTC,199,26.97000
2024-12-30 12:42:12 UTC,200,27.04000
2024-12-30 12:42:29 UTC,201,26.99000
2024-12-30 12:42:48 UTC,202,27.02000
2024-12-30 12:43:04 UTC,203,27.07000
2024-12-30 12:43:21 UTC,204,27.34000
2024-12-30 12:43:37 UTC,205,27.34000
2024-12-30 12:43:56 UTC,206,27.34000
2024-12-30 12:44:13 UTC,207,27.30000
2024-12-30 12:44:29 UTC,208,27.20000
2024-12-30 12:44:45 UTC,209,27.15000
2024-12-30 12:45:03 UTC,210,27.14000
2024-12-30 12:45:19 UTC,211,27.15000
2024-12-30 12:45:35 UTC,212,27.09000
2024-12-30 12:45:51 UTC,213,27.01000
2024-12-30 12:46:08 UTC,214,27.02000
2024-12-30 12:46:24 UTC,215,27.05000
2024-12-30 12:46:40 UTC,216,27.06000
2024-12-30 12:46:56 UTC,217,26.99000
2024-12-30 12:47:13 UTC,218,26.96000
2024-12-30 12:47:30 UTC,219,26.98000
2024-12-30 12:47:46 UTC,220,27.03000
2024-12-30 12:48:03 UTC,221,27.04000
2024-12-30 12:48:19 UTC,222,27.04000
